monthnum,month,desk,groupname,contact_type,location,ctr
2016 Jun,06012016,others,IT App NNA Cap Repository L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Chat,NNA - Terre Haute,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Chat,NNA - Warren,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Berea,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Kingston,22
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Terre Haute,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Warren,2
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Self-service,NNA - Warren,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT App NNA Cap Shopfloor L2,Walk-in,NNA - Kingston,1
2016 Jun,06012016,others,IT App NNA EDI/B2B L2,Chat,NNA - Warren,1
2016 Jun,06012016,others,IT App NNA EDI/B2B L2,Self-service,NNA - Kingston,2
2016 Jun,06012016,others,IT App NNA EDI/B2B L2,Self-service,NNA - Oswego,12
2016 Jun,06012016,others,IT App NNA EDI/B2B L2,Self-service,NNA/Corp - Atlanta HQ,4
2016 Jun,06012016,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Kingston,12
2016 Jun,06012016,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Oswego,1
2016 Jun,06012016,others,IT App NSA ATG & DBA L2,Phone,NSA - Pinda,1
2016 Jun,06012016,others,IT App NSA ATG & DBA L2,Phone,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT App NSA ATG & DBA L2,Self-service,NSA - Sao Paulo,2
2016 Jun,06012016,others,IT App NSA ATG & DBA L2,Self-service,NSA - Utinga,1
2016 Jun,06012016,others,IT App NSA BI & Analytics L2,Chat,NSA - Pinda,1
2016 Jun,06012016,others,IT App NSA BI & Analytics L2,Phone,NSA - Pinda,4
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Pinda,31
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Sao Paulo,4
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Utinga,2
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Pinda,29
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Sao Paulo,8
2016 Jun,06012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Utinga,3
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Chat,NSA - Pinda,1
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Phone,NSA - Pinda,17
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Phone,NSA - Sao Paulo,4
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Phone,NSA - Utinga,6
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Self-service,NSA - Pinda,5
2016 Jun,06012016,others,IT App NSA Hire to Retire L2,Self-service,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Chat,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Phone,NSA - Pinda,16
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Phone,NSA - Sao Paulo,3
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Phone,NSA - Sertaozinho (Collection Center),1
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Phone,NSA - Utinga,1
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Self-service,NSA - Pinda,9
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Self-service,NSA - Sao Paulo,13
2016 Jun,06012016,others,IT App NSA Order to Cash L2,Self-service,NSA - Utinga,2
2016 Jun,06012016,others,IT App NSA Plan to Produce L2,Phone,NSA - Pinda,72
2016 Jun,06012016,others,IT App NSA Plan to Produce L2,Phone,NSA - Utinga,3
2016 Jun,06012016,others,IT App NSA Plan to Produce L2,Self-service,NSA - Pinda,65
2016 Jun,06012016,others,IT App NSA Record to Report L2,Chat,NSA - Pinda,1
2016 Jun,06012016,others,IT App NSA Record to Report L2,Chat,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT App NSA Record to Report L2,Phone,NSA - Pinda,3
2016 Jun,06012016,others,IT App NSA Record to Report L2,Phone,NSA - Sao Paulo,6
2016 Jun,06012016,others,IT App NSA Record to Report L2,Phone,NSA - Utinga,1
2016 Jun,06012016,others,IT App NSA Record to Report L2,Self-service,NSA - Pinda,3
2016 Jun,06012016,others,IT App NSA Record to Report L2,Self-service,NSA - Sao Paulo,6
2016 Jun,06012016,others,IT App NSA Record to Report L2,Self-service,NSA - Utinga,3
2016 Jun,06012016,others,IT App Oracle Financials L2,Self-service,NNA - Warren,1
2016 Jun,06012016,others,IT App Oracle Financials L2,Self-service,NNA/Corp - Atlanta HQ,3
2016 Jun,06012016,others,IT App Permissions L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT App SAP-Security L2,Chat,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT App SAP-Security L2,Email,NE - Zurich,1
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NE - Nachterstedt,1
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NE - Zurich,2
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NNA - Kingston,1
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NNA - Oswego,7
2016 Jun,06012016,others,IT App SAP-Security L2,Phone,NNA/Corp - Atlanta HQ,32
2016 Jun,06012016,others,IT App SAP-Security L2,Self-service,NE - Zurich,1
2016 Jun,06012016,others,IT App SAP-Security L2,Self-service,NNA - Kennesaw R&T,1
2016 Jun,06012016,others,IT App SAP-Security L2,Self-service,NNA - Kingston,2
2016 Jun,06012016,others,IT App SAP-Security L2,Self-service,NNA - Oswego,6
2016 Jun,06012016,others,IT App SAP-Security L2,Self-service,NNA/Corp - Atlanta HQ,14
2016 Jun,06012016,others,IT Asset Management L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Jun,06012016,others,IT Desktop Berea L3,Phone,NNA - Berea,3
2016 Jun,06012016,others,IT Desktop Berea L3,Self-service,NNA - Berea,1
2016 Jun,06012016,others,IT Desktop Gottingen L3,Chat,NE - Goettingen,1
2016 Jun,06012016,others,IT Desktop Gottingen L3,Chat,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Desktop Gottingen L3,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Desktop Greensboro L3,Email,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Desktop Greensboro L3,Phone,NNA - Greensboro,1
2016 Jun,06012016,others,IT Desktop Greensboro L3,Phone,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Desktop Italy L3,Phone,NE - Bresso,1
2016 Jun,06012016,others,IT Desktop Kennesaw L3,Self-service,NNA - Kennesaw R&T,4
2016 Jun,06012016,others,IT Desktop NSA L3,Phone,NSA - Pinda,1
2016 Jun,06012016,others,IT Desktop NSA L3,Phone,NSA - Sao Paulo,4
2016 Jun,06012016,others,IT Desktop NSA L3,Self-service,NSA - Pinda,3
2016 Jun,06012016,others,IT Desktop NSA L3,Self-service,NSA - Sao Paulo,2
2016 Jun,06012016,others,IT Desktop NSA L3,Self-service,NSA - Utinga,3
2016 Jun,06012016,others,IT Desktop Sao Paulo L3,Self-service,NSA - Utinga,1
2016 Jun,06012016,others,IT Desktop TerreHaute L2,Email,NNA - Terre Haute,2
2016 Jun,06012016,others,IT Desktop TerreHaute L2,Phone,NNA - Terre Haute,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Chat,NE - Latchford,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Chat,NE - Zurich,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Chat,NNA/Corp - Atlanta HQ,12
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Email,NE - Goettingen,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Email,NE - Zurich,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Email,NNA/Corp - Atlanta HQ,3
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NA - Seoul,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Bresso,2
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Dubai,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Latchford,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Nachterstedt,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Ohle,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Sierre,2
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Voreppe,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE – Wednesbury,3
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NE - Zurich,6
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Berea,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Kingston,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Novi,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Oswego,11
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,NNA/Corp - Atlanta HQ,36
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Phone,(blank),1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Self-service,NA - Seoul,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Self-service,NE - Goettingen,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Self-service,NNA - Oswego,1
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Self-service,NNA - Warren,2
2016 Jun,06012016,others,IT Incident Coordinator NNA L2,Self-service,NNA/Corp - Atlanta HQ,10
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Chat,NSA - Sao Paulo,3
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Phone,NSA - Pinda,33
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Phone,NSA - Sao Paulo,17
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Phone,NSA - Utinga,16
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Pinda,12
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Sao Paulo,7
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Utinga,14
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Pinda,19
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Sao Paulo,10
2016 Jun,06012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Utinga,7
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Campinas (Collection Center),1
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Pinda,3
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Sao Paulo,3
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Utinga,1
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Pinda,7
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Sao Paulo,27
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Utinga,2
2016 Jun,06012016,others,IT Infra NSA Datacenter L2,Walk-in,NSA - Pinda,2
2016 Jun,06012016,others,IT Infra NSA Network L2,Chat,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT Infra NSA Network L2,Phone,NSA - Campinas (Collection Center),1
2016 Jun,06012016,others,IT Infra NSA Network L2,Phone,NSA - Pinda,16
2016 Jun,06012016,others,IT Infra NSA Network L2,Phone,NSA - Salvador (Collection Center),1
2016 Jun,06012016,others,IT Infra NSA Network L2,Phone,NSA - Sao Paulo,3
2016 Jun,06012016,others,IT Infra NSA Network L2,Self-service,NSA - Pinda,1
2016 Jun,06012016,others,IT Infra NSA Network L2,Self-service,NSA - Sao Paulo,5
2016 Jun,06012016,others,IT Infra NSA Network L2,Self-service,NSA - Utinga,1
2016 Jun,06012016,others,IT Infra NSA Network L2,Walk-in,NSA - Sao Paulo,2
2016 Jun,06012016,others,IT Infra NSA Printer Support L2,Phone,NSA - Pinda,12
2016 Jun,06012016,others,IT Infra NSA Printer Support L2,Self-service,NSA - Pinda,4
2016 Jun,06012016,others,IT Infra NSA Telephony L2,Chat,NSA - Pinda,1
2016 Jun,06012016,others,IT Infra NSA Telephony L2,Phone,NSA - Pinda,13
2016 Jun,06012016,others,IT Infra NSA Telephony L2,Phone,NSA - Sao Paulo,4
2016 Jun,06012016,others,IT Infra NSA Telephony L2,Self-service,NSA - Pinda,3
2016 Jun,06012016,others,IT Infra NSA Telephony L2,Self-service,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT Network L2,Chat,NE - Crick,1
2016 Jun,06012016,others,IT Network L2,Phone,NA - Seoul,1
2016 Jun,06012016,others,IT Network L2,Phone,NA - Ulsan,3
2016 Jun,06012016,others,IT Network L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Network L2,Phone,NE - Latchford,1
2016 Jun,06012016,others,IT Network L2,Phone,NE - Ohle,1
2016 Jun,06012016,others,IT Network L2,Phone,NNA - Kingston,1
2016 Jun,06012016,others,IT Network L2,Phone,NNA - Oswego,1
2016 Jun,06012016,others,IT Network L2,Phone,NNA/Corp - Atlanta HQ,35
2016 Jun,06012016,others,IT Network L2,Phone,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT Network L2,Phone,(blank),187
2016 Jun,06012016,others,IT Network L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Network Oswego L2,Chat,NNA - Oswego,1
2016 Jun,06012016,others,IT Network Oswego L2,Self-service,NNA - Oswego,4
2016 Jun,06012016,others,IT NetworkMon L2,Phone,NNA/Corp - Atlanta HQ,13
2016 Jun,06012016,others,IT NetworkMon L2,Phone,(blank),8
2016 Jun,06012016,others,IT NetworkMon L2,Self-service,NNA - Kingston,1
2016 Jun,06012016,others,IT Site Coordinator L2,Email,NA - Changzhou Site Office,1
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NA - Changzhou Site Office,6
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NA - Ulsan,2
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NE - Voreppe,1
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NNA - Kennesaw R&T,1
2016 Jun,06012016,others,IT Site Coordinator L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Jun,06012016,others,IT Site Coordinator L2,Self-service,NE - Luedenscheid,1
2016 Jun,06012016,others,IT Site Coordinator L2,Self-service,NE - Ohle,1
2016 Jun,06012016,others,IT Site Coordinator L2,Self-service,NNA - Kingston,1
2016 Jun,06012016,others,IT Site Coordinator L2,Self-service,NSA - Salvador (Collection Center),1
2016 Jun,06012016,others,IT Software Asset L2,Chat,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Software Asset L2,Phone,NA - Seoul,1
2016 Jun,06012016,others,IT Software Asset L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Software Asset L2,Phone,NNA - Oswego,1
2016 Jun,06012016,others,IT Software Asset L2,Self-service,NNA - Kennesaw R&T,2
2016 Jun,06012016,others,IT Software Asset L2,Self-service,NNA - Oswego,1
2016 Jun,06012016,others,IT Software Asset L2,Self-service,NSA - Sao Paulo,1
2016 Jun,06012016,others,IT Telecom L2,Phone,NE - Goettingen,1
2016 Jun,06012016,others,IT Telecom L2,Phone,NNA - Greensboro,2
2016 Jun,06012016,others,IT Telecom L2,Phone,NNA - Oswego,1
2016 Jun,06012016,others,IT Telecom L2,Self-service,NNA - Oswego,5
2016 Jun,06012016,others,IT Telecom L2,Self-service,NNA/Corp - Atlanta HQ,3
2016 Jun,06012016,others,IT VoIP L2,Email,NE - Voreppe,1
2016 Jun,06012016,others,IT VoIP L2,Phone,(blank),16
2016 Jun,06012016,others,IT Wireless L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,IT Wireless L2,Phone,(blank),1
2016 Jun,06012016,others,ServiceNow Admin L3,Phone,NA - YeongJu,1
2016 Jun,06012016,others,ServiceNow Admin L3,Phone,NE - Ohle,1
2016 Jun,06012016,others,ServiceNow Admin L3,Phone,NNA/Corp - Atlanta HQ,9
2016 Jun,06012016,others,ServiceNow Admin L3,Self-service,NNA/Corp - Atlanta HQ,2
2016 Jun,06012016,others,ServiceNow Support L2,Email,NE - Ohle,1
2016 Jun,06012016,others,ServiceNow Support L2,Phone,NE - Goettingen,2
2016 Jun,06012016,others,ServiceNow Support L2,Phone,NE - Ohle,2
2016 Jun,06012016,others,ServiceNow Support L2,Phone,NE - Zurich,2
2016 Jun,06012016,others,ServiceNow Support L2,Phone,NNA - Warren,1
2016 Jun,06012016,others,ServiceNow Support L2,Phone,NNA/Corp - Atlanta HQ,5
2016 Jun,06012016,others,ServiceNow Support L2,Self-service,NE - Goettingen,1
2016 Jun,06012016,others,ServiceNow Support L2,Self-service,NE - Ohle,1
2016 Jun,06012016,others,ServiceNow Support L2,Self-service,NE - Sierre,1
2016 Jun,06012016,others,ServiceNow Support L2,Self-service,NNA - Oswego,1
2016 Jun,06012016,others,ServiceNow Support L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Jun,06012016,others,(blank),Phone,NNA - Oswego,1
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Chat,NA - Seoul,1
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Chat,NA - Ulsan,2
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Chat,NA - YeongJu,1
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Email,NA - Seoul,1
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Email,NA - Ulsan,1
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NA - Changzhou Site Office,39
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NA - Seoul,35
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NA - Shanghai,11
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NA - Ulsan,134
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NA - YeongJu,47
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Phone,NNA/Corp - Atlanta HQ,6
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Changzhou Site Office,6
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Seoul,5
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Shanghai,3
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Ulsan,5
2016 Jun,06012016,servicedesk,IT Service Desk NA L1,Walk-in,NA - Changzhou Site Office,1
