monthnum,month,desk,groupname,contact_type,location,ctr
2016 Feb,02012016,baseservices,IT Security L2,Email,NNA - Kennesaw R&T,1
2016 Feb,02012016,baseservices,IT Security L2,Email,NNA - Oswego,1
2016 Feb,02012016,baseservices,IT Security L2,Email,NNA - Warren,1
2016 Feb,02012016,baseservices,IT Security L2,Email,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,baseservices,IT Security L2,Email,NSA - Pinda,1
2016 Feb,02012016,baseservices,IT Security L2,Phone,NNA - Oswego,1
2016 Feb,02012016,baseservices,IT Security L2,Phone,NNA/Corp - Atlanta HQ,8
2016 Feb,02012016,baseservices,IT Security L2,Self-service,NE - Zurich,1
2016 Feb,02012016,baseservices,IT Security L3,Email,NA - Klang Malaysia,3
2016 Feb,02012016,baseservices,IT Security L3,Email,NA - Seoul,6
2016 Feb,02012016,baseservices,IT Security L3,Email,NA - Ulsan,6
2016 Feb,02012016,baseservices,IT Security L3,Email,NA - YeongJu,8
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Bresso,10
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Goettingen,47
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Latchford,2
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Luedenscheid,2
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Nachterstedt,44
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Ohle,22
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Pieve,4
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Sierre,22
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Stuttgart,4
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Voreppe,1
2016 Feb,02012016,baseservices,IT Security L3,Email,NE – Wednesbury,1
2016 Feb,02012016,baseservices,IT Security L3,Email,NE - Zurich,12
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Kennesaw R&T,7
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Kingston,9
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Novi,4
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Oswego,22
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Terre Haute,5
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA - Warren,1
2016 Feb,02012016,baseservices,IT Security L3,Email,NNA/Corp - Atlanta HQ,50
2016 Feb,02012016,baseservices,IT Security L3,Email,NSA - Pinda,64
2016 Feb,02012016,baseservices,IT Security L3,Email,NSA - Sao Paulo,5
2016 Feb,02012016,baseservices,IT Security L3,Email,NSA - Utinga,1
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Chat,NNA/Corp - Atlanta HQ,11
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Email,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Phone,NNA/Corp - Atlanta HQ,81
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Phone,NSA - Sao Paulo,2
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Self-service,NNA - Kennesaw R&T,2
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Self-service,NNA/Corp - Atlanta HQ,57
2016 Feb,02012016,deskside,IT Desktop Atlanta L2,Walk-in,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,deskside,IT Desktop China L2,Phone,NA - Changzhou Site Office,14
2016 Feb,02012016,deskside,IT Desktop China L2,Phone,NA - Shanghai,3
2016 Feb,02012016,deskside,IT Desktop China L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,deskside,IT Desktop China L2,Walk-in,NA - Changzhou Site Office,3
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Email,NE - Latchford,3
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Phone,NE - Crick,2
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Phone,NE - Goettingen,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Phone,NE - Voreppe,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Phone,NE - Zurich,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Self-service,NE - Latchford,5
2016 Feb,02012016,deskside,IT Desktop Dispatch NE L2,Self-service,NE – Wednesbury,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Chat,NNA - Oswego,2
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Email,NNA - Novi,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Phone,NNA - Fairmont,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Phone,NNA - Novi,1
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Phone,NNA - Terre Haute,3
2016 Feb,02012016,deskside,IT Desktop Dispatch NNA L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,deskside,IT Desktop Dispatch NSA L2,Phone,NSA - Campinas (Collection Center),1
2016 Feb,02012016,deskside,IT Desktop Dispatch NSA L2,Phone,NSA - Sao Paulo,2
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Chat,NE - Goettingen,1
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Chat,NE - Zurich,1
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Email,NE - Goettingen,1
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Phone,NE - Goettingen,51
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Self-service,NE - Goettingen,16
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Self-service,NE - Nachterstedt,1
2016 Feb,02012016,deskside,IT Desktop Gottingen L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,deskside,IT Desktop Italy L2,Email,NE - Bresso,1
2016 Feb,02012016,deskside,IT Desktop Italy L2,Phone,NE - Bresso,35
2016 Feb,02012016,deskside,IT Desktop Italy L2,Phone,NE - Goettingen,1
2016 Feb,02012016,deskside,IT Desktop Italy L2,Phone,NE - Pieve,39
2016 Feb,02012016,deskside,IT Desktop Italy L2,Phone,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,deskside,IT Desktop Italy L2,Self-service,NE - Bresso,2
2016 Feb,02012016,deskside,IT Desktop Italy L2,Self-service,NE - Pieve,1
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Email,NNA - Kennesaw R&T,9
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Email,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Phone,NNA - Kennesaw R&T,23
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Phone,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Self-service,NNA - Kennesaw R&T,26
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Self-service,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,deskside,IT Desktop Kennesaw L2,Walk-in,NNA - Kennesaw R&T,4
2016 Feb,02012016,deskside,IT Desktop Kingston L2,Phone,NNA - Kingston,11
2016 Feb,02012016,deskside,IT Desktop Kingston L2,Self-service,NNA - Kingston,57
2016 Feb,02012016,deskside,IT Desktop Kingston L2,Walk-in,NNA - Kingston,1
2016 Feb,02012016,deskside,IT Desktop Latchford L2,Phone,NE - Latchford,4
2016 Feb,02012016,deskside,IT Desktop Latchford L2,Self-service,NE - Latchford,5
2016 Feb,02012016,deskside,IT Desktop Malaysia L2,Phone,NA - Klang Malaysia,2
2016 Feb,02012016,deskside,IT Desktop Malaysia L2,Self-service,NA - Klang Malaysia,31
2016 Feb,02012016,deskside,IT Desktop Malaysia L2,Self-service,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,deskside,IT Desktop Malaysia L2,Walk-in,NA - Klang Malaysia,2
2016 Feb,02012016,deskside,IT Desktop Nachterstedt L2,Phone,NE - Nachterstedt,12
2016 Feb,02012016,deskside,IT Desktop Nachterstedt L2,Phone,NE - Stuttgart,1
2016 Feb,02012016,deskside,IT Desktop Nachterstedt L2,Self-service,NE - Nachterstedt,1
2016 Feb,02012016,deskside,IT Desktop Nachterstedt L2,Walk-in,NE - Nachterstedt,3
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Chat,NE - Ohle,2
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Email,NE - Ohle,1
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Phone,NE - Ohle,14
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Self-service,NE - Luedenscheid,6
2016 Feb,02012016,deskside,IT Desktop Ohle L2,Self-service,NE - Ohle,13
2016 Feb,02012016,deskside,IT Desktop Oswego L2,Chat,NNA - Oswego,7
2016 Feb,02012016,deskside,IT Desktop Oswego L2,Email,NNA - Oswego,6
2016 Feb,02012016,deskside,IT Desktop Oswego L2,Phone,NNA - Oswego,30
2016 Feb,02012016,deskside,IT Desktop Oswego L2,Phone,NNA/Corp - Atlanta HQ,5
2016 Feb,02012016,deskside,IT Desktop Oswego L2,Self-service,NNA - Oswego,51
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Email,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Email,NSA - Pinda,7
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Phone,NSA - Ouro Preto,2
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Phone,NSA - Pinda,180
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Phone,NSA - Sao Paulo,3
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Phone,NSA - Utinga,1
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Self-service,NSA - Pinda,25
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Self-service,NSA - Sao Paulo,1
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Self-service,NSA - Utinga,3
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Walk-in,NNA - Kingston,1
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Walk-in,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Walk-in,NSA - Ouro Preto,1
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Walk-in,NSA - Pinda,97
2016 Feb,02012016,deskside,IT Desktop Pinda L2,Walk-in,NSA - Sao Paulo,7
2016 Feb,02012016,deskside,IT Desktop Sao Paulo L2,Phone,NSA - Sao Paulo,39
2016 Feb,02012016,deskside,IT Desktop Sao Paulo L2,Self-service,NSA - Sao Paulo,2
2016 Feb,02012016,deskside,IT Desktop Sao Paulo L2,Self-service,NSA - Utinga,7
2016 Feb,02012016,deskside,IT Desktop Sao Paulo L2,Walk-in,NSA - Sao Paulo,40
2016 Feb,02012016,deskside,IT Desktop Seoul L2,Phone,NA - Seoul,7
2016 Feb,02012016,deskside,IT Desktop Seoul L2,Walk-in,NA - Seoul,46
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Chat,NE - Sierre,1
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Email,NE - Sierre,1
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Phone,NE - Sierre,19
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Phone,NE - Voreppe,1
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Phone,NE - Zurich,1
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Self-service,NE - Sierre,21
2016 Feb,02012016,deskside,IT Desktop Sierre L2,Self-service,NE - Voreppe,1
2016 Feb,02012016,deskside,IT Desktop Ulsan L2,Phone,NA - Seoul,2
2016 Feb,02012016,deskside,IT Desktop Ulsan L2,Phone,NA - Ulsan,31
2016 Feb,02012016,deskside,IT Desktop Ulsan L2,Self-service,NA - Ulsan,1
2016 Feb,02012016,deskside,IT Desktop Ulsan L2,Walk-in,NA - Seoul,1
2016 Feb,02012016,deskside,IT Desktop Ulsan L2,Walk-in,NA - Ulsan,18
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Phone,NSA - Pinda,1
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Phone,NSA - Utinga,16
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Self-service,NSA - Utinga,2
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Walk-in,NSA - Pinda,4
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Walk-in,NSA - Sao Paulo,3
2016 Feb,02012016,deskside,IT Desktop Utinga L2,Walk-in,NSA - Utinga,23
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Phone,NA - Seoul,2
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Phone,NA - YeongJu,16
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Self-service,NA - Seoul,1
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Self-service,NA - YeongJu,1
2016 Feb,02012016,deskside,IT Desktop YeongJu L2,Walk-in,NA - YeongJu,14
2016 Feb,02012016,deskside,IT Desktop Zurich L2,Chat,NE - Zurich,1
2016 Feb,02012016,deskside,IT Desktop Zurich L2,Phone,NE - Zurich,9
2016 Feb,02012016,deskside,IT Desktop Zurich L2,Self-service,NE - Zurich,10
2016 Feb,02012016,others,IT App Global Cap Package L2,Chat,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App Global Cap Package L2,Phone,NE - Bresso,2
2016 Feb,02012016,others,IT App Global Cap Package L2,Phone,NE - Goettingen,1
2016 Feb,02012016,others,IT App Global Cap Package L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NE - Goettingen,3
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NE - Latchford,1
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NE - Zurich,6
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NNA - Oswego,1
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NNA/Corp - Atlanta HQ,12
2016 Feb,02012016,others,IT App Global Cap Package L2,Self-service,NSA - Sao Paulo,2
2016 Feb,02012016,others,IT APP Global SAP BASIS L2,Phone,NE - Zurich,1
2016 Feb,02012016,others,IT APP Global SAP BASIS L2,Phone,NNA/Corp - Atlanta HQ,26
2016 Feb,02012016,others,IT APP Global SAP BASIS L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT APP Global SAP BASIS L2,Self-service,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP BASIS L2,Self-service,NNA/Corp - Atlanta HQ,5
2016 Feb,02012016,others,IT APP Global SAP BASIS L3,Self-service,NE - Zurich,1
2016 Feb,02012016,others,IT APP Global SAP BI L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP BI L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT APP Global SAP BI L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT APP Global SAP BI L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT APP Global SAP BI L3,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT APP Global SAP BI L3,Self-service,NE - Zurich,2
2016 Feb,02012016,others,IT APP Global SAP C2C L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP C2C L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT APP Global SAP C2C L2,Self-service,NNA - Kingston,1
2016 Feb,02012016,others,IT APP Global SAP C2C L2,Self-service,NNA - Oswego,2
2016 Feb,02012016,others,IT APP Global SAP C2C L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT APP Global SAP H2R L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT APP Global SAP H2R L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Phone,NNA - Kingston,3
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Phone,NNA - Oswego,8
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Phone,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Self-service,NNA - Kingston,5
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Self-service,NNA - Oswego,9
2016 Feb,02012016,others,IT APP Global SAP P2S PE L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT APP Global SAP P2S SCE L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP P2S SCE L2,Phone,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,IT APP Global SAP P2S SCE L2,Self-service,NNA - Kingston,2
2016 Feb,02012016,others,IT APP Global SAP P2S SCE L2,Self-service,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,others,IT APP Global SAP P2S SCP L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP P2S SCP L2,Phone,NNA/Corp - Atlanta HQ,5
2016 Feb,02012016,others,IT APP Global SAP P2S SCP L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Email,NE - Zurich,1
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Phone,NNA - Kingston,1
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Phone,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Self-service,NE - Goettingen,3
2016 Feb,02012016,others,IT APP Global SAP R2R L2,Self-service,NNA/Corp - Atlanta HQ,17
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Phone,NNA - Oswego,8
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Self-service,NE - Nachterstedt,3
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Self-service,NNA - Kingston,5
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Self-service,NNA - Oswego,6
2016 Feb,02012016,others,IT APP Global SAP S2P L2,Self-service,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Email,NNA - Kingston,1
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Phone,NNA - Kingston,6
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Phone,NNA - Oswego,17
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Phone,NNA/Corp - Atlanta HQ,5
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Self-service,NE - Goettingen,2
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Self-service,NNA - Kingston,5
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Self-service,NNA - Oswego,5
2016 Feb,02012016,others,IT APP Global SAP TECH L2,Self-service,NNA/Corp - Atlanta HQ,8
2016 Feb,02012016,others,IT APP Global SAP TECH L3,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Phone,NE - Nachterstedt,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NE - Nachterstedt,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NE - Zurich,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Kennesaw R&T,6
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Oswego,2
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Warren,1
2016 Feb,02012016,others,IT App Global Sharepoint 2013 L2,Self-service,NNA/Corp - Atlanta HQ,26
2016 Feb,02012016,others,IT App Hyperion - HFM / FDM L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App Hyperion - HFP / Essbase L2,Phone,NA - Seoul,4
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Chat,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Email,NNA - Warren,2
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Phone,NNA - Warren,4
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Self-service,NE - Zurich,2
2016 Feb,02012016,others,IT App Hyperion - Infrastructure L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App ISSG L2,Self-service,NNA - Fairmont,1
2016 Feb,02012016,others,IT APP NA BS L2,Chat,NA - YeongJu,1
2016 Feb,02012016,others,IT APP NA BS L2,Phone,NA - Changzhou Site Office,1
2016 Feb,02012016,others,IT APP NA BS L2,Phone,NA - Seoul,1
2016 Feb,02012016,others,IT APP NA BS L2,Phone,NA - Shanghai,1
2016 Feb,02012016,others,IT APP NA BS L2,Phone,NA - Ulsan,1
2016 Feb,02012016,others,IT APP NA BS L2,Phone,NA - YeongJu,6
2016 Feb,02012016,others,IT APP NA BS L2,Self-service,NA - Ulsan,1
2016 Feb,02012016,others,IT APP NA PLANT L2,Phone,NA - Seoul,2
2016 Feb,02012016,others,IT APP NA PLANT L2,Phone,NA - Ulsan,2
2016 Feb,02012016,others,IT APP NA PLANT L2,Phone,NA - YeongJu,3
2016 Feb,02012016,others,IT APP NA PLANT L2,Self-service,NA - Seoul,1
2016 Feb,02012016,others,IT App NE Goettingen FI L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Goettingen HR L2,Phone,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Goettingen HR L2,Self-service,NE - Goettingen,3
2016 Feb,02012016,others,IT App NE Goettingen Infra L2,Chat,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NE Goettingen Infra L2,Phone,NE - Goettingen,4
2016 Feb,02012016,others,IT App NE Goettingen Infra L2,Self-service,NE - Zurich,3
2016 Feb,02012016,others,IT App NE Goettingen Infra L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP BI L2,Phone,NE - Bresso,2
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP BI L2,Phone,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP BI L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP BI L2,Self-service,NE - Ohle,2
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP L2,Phone,NE - Goettingen,4
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Goettingen Legacy SAP L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NE Goettingen RP SF L2,Phone,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Chat,NE - Bresso,1
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Chat,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Phone,NE - Bresso,19
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Phone,NE - Pieve,6
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Phone,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Self-service,NE - Bresso,36
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Self-service,NE - Pieve,12
2016 Feb,02012016,others,IT App NE Italy AS400 L2,Self-service,NNA/Corp - Atlanta HQ,15
2016 Feb,02012016,others,IT App NE Italy L2,Phone,NE - Bresso,3
2016 Feb,02012016,others,IT App NE Italy L2,Self-service,NE - Bresso,1
2016 Feb,02012016,others,IT App NE Latchford L2,Phone,NE - Latchford,1
2016 Feb,02012016,others,IT App NE Latchford L2,Self-service,NE - Latchford,4
2016 Feb,02012016,others,IT App NE Nachtersted L2,Phone,NE - Stuttgart,1
2016 Feb,02012016,others,IT App NE Nachtersted L2,Self-service,NE - Nachterstedt,1
2016 Feb,02012016,others,IT App NE Nachtersted SAP L2,Self-service,NE - Nachterstedt,1
2016 Feb,02012016,others,IT App NE Ohle Infra L2,Phone,NE - Luedenscheid,1
2016 Feb,02012016,others,IT App NE Ohle Legacy SAP L2,Phone,NE - Ohle,2
2016 Feb,02012016,others,IT App NE Ohle Legacy SAP L2,Self-service,NE - Ohle,1
2016 Feb,02012016,others,IT APP NE Ohle Legacy SAP PR1 Account Issues,Phone,NE - Ohle,2
2016 Feb,02012016,others,IT APP NE Ohle Legacy SAP PR1 Account Issues,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Chat,NE - Zurich,1
2016 Feb,02012016,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Chat,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Email,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Phone,NE - Goettingen,1
2016 Feb,02012016,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NE Ohle ZSF L2,Self-service,NE - Ohle,1
2016 Feb,02012016,others,IT App NE SIERRE Infra L2,Chat,NE - Sierre,1
2016 Feb,02012016,others,IT App NE SIERRE Infra L2,Phone,NE - Sierre,7
2016 Feb,02012016,others,IT App NE SIERRE Infra L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NE SIERRE Infra L2,Self-service,NE - Sierre,5
2016 Feb,02012016,others,IT App NE SIERRE SAP L2,Phone,NE - Sierre,1
2016 Feb,02012016,others,IT App NE SIERRE SAP L2,Phone,NE – Wednesbury,1
2016 Feb,02012016,others,IT App NE SIERRE SAP L2,Self-service,NE - Zurich,2
2016 Feb,02012016,others,IT App NNA Cap Analytics Rep L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Chat,NNA - Terre Haute,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Chat,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NE - Goettingen,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA - Berea,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA - Greensboro,2
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA - Kingston,2
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA - Warren,1
